pid,grdatn,age,state,natvty,msafp,year,immigr,se15u,ind2
210008611115323 5011 221 3,41,40,58,57,12060,2017,0,1,8970
231015130205517 5011 121 4,43,61,58,57,12060,2017,0,1,7280
231670100808600 6011 122 3,39,42,58,57,12060,2017,0,1,8770
291430009810079 6011 122 3,41,25,58,57,42340,2017,0,1,8590
305114950310706 5011 221 6,46,40,58,57,12060,2017,0,1,7990
310001701019833 5012 121 4,39,45,58,57,12060,2017,0,1,8770
310005821114243 7011 122 6,40,52,58,57,12260,2017,0,1,5390
331953100800106 6011 122 3,39,47,58,247,12060,2017,1,1,8980
331953100800106 6011 222 3,39,51,58,247,12060,2017,1,1,8980
331953100800106 6011 322 3,39,22,58,247,12060,2017,1,1,8980
349840486431001 5011 121 3,39,49,58,57,12060,2017,0,1,6170
354060391351001 5011 121 3,39,56,58,57,12060,2017,0,1,7690
354470602921001 5011 221 3,43,62,58,57,12060,2017,0,1,5690
364060464441001 5011 221 3,45,52,58,57,42340,2017,0,1,7970
391480065581001 5011 121 5,39,54,58,57,16860,2017,0,1,770
392900827901101 5011 121 5,43,54,58,57,42340,2017,0,1,7970
392900827901101 5011 221 5,46,57,58,57,42340,2017,0,1,7970
393800922261001 5012 121 3,39,51,58,57,12060,2017,0,1,7690
403105601310574 5011 121 3,43,44,58,212,12060,2017,1,1,7380
410009431945633 5011 121 3,35,55,58,57,12060,2017,0,1,770
410109431705633 6011 122 3,44,57,58,57,12060,2017,0,1,7390
431884130708212 7011 222 4,39,32,58,57,12060,2017,0,1,8560
443393801110101 6011 122 3,39,62,58,57,12060,2017,0,1,5670
443393801110101 6011 222 3,40,56,58,57,12060,2017,0,1,5670
501334014910140 5012 121 5,43,52,58,57,12060,2017,0,1,8190
510001701029473 7011 122 5,37,39,58,57,12260,2017,0,1,770
510001701029473 7011 222 5,44,40,58,57,12260,2017,0,1,770
531753150203208 7011 122 5,45,61,58,57,12060,2017,0,1,7970
601104561310859 5011 121 5,40,63,58,57,12060,2017,0,1,7070
631547140105300 5011 121 3,43,56,58,217,12060,2017,1,1,9070
631547140105300 5011 421 3,43,24,58,57,12060,2017,0,1,8560
701238005910768 7011 122 6,39,31,58,57,12060,2017,0,1,6380
703117941310015 5011 121 4,39,48,58,57,12060,2017,0,1,7070
710005871635783 6011 222 3,39,50,58,57,12060,2017,0,1,770
910001111871673 7011 222 5,43,55,58,57,12060,2017,0,1,7380
910009361188673 6011 122 3,43,60,58,57,12060,2017,0,1,4680
910009361188673 6011 222 3,43,54,58,57,12060,2017,0,1,4680
973889401820109 5011 121 5,43,49,58,110,12060,2017,1,1,770
4115756310974 7011 122 4,38,20,58,303,0,2017,1,1,290
4115756310974 7011 322 4,32,39,58,303,0,2017,1,1,290
4115756310974 7011 422 4,32,40,58,303,0,2017,1,1,290
10310412190142 7011 122 6,40,61,58,57,0,2017,0,1,770
10310571985894 5011 121 5,36,57,58,57,0,2017,0,1,7690
48063782102411 5011 221 3,39,45,58,57,0,2017,0,1,8770
107280513066395 5011 121 6,43,43,58,57,0,2017,0,1,8560
116180316091310 5011 121 3,41,41,58,57,0,2017,0,1,770
126411030048922 5011 121 4,37,53,58,301,0,2017,1,1,770
137421030001260 7011 122 5,39,55,58,57,0,2017,0,1,8590
301118661310091 5011 121 3,43,55,58,57,0,2017,0,1,7070
316710884591001 5011 121 4,39,44,58,57,0,2017,0,1,770
410104571077053 7011 222 6,42,39,58,57,0,2017,0,1,8080
903106428310675 7011 122 5,39,32,58,57,0,2017,0,1,5670
83043529106911 5012 121 6,41,44,58,57,31420,2017,0,1,8170
107780014013301 5012 121 5,39,35,58,57,23580,2017,0,1,7770
121838004110470 7011 122 4,43,52,58,57,12020,2017,0,1,770
128381030005949 6011 122 3,39,36,58,57,17980,2017,0,1,8990
163801030000746 5011 121 6,44,45,58,57,31420,2017,0,1,7070
343250365301001 6011 122 3,39,38,58,57,12020,2017,0,1,7690
710009261398743 5011 121 5,42,56,58,57,0,2017,0,1,4670
911432000110407 5011 221 6,40,31,58,57,23580,2017,0,1,8770
931847150203006 5011 221 3,43,56,58,210,47580,2017,1,1,8660
10406911613945 6011 122 3,39,60,95,57,46520,2017,0,1,8680
10514394691380 7011 122 4,40,46,95,57,46520,2017,0,1,7770
10514862907936 5011 121 4,43,33,95,57,46520,2017,0,1,7890
114990911030568 5012 321 3,44,56,95,217,46520,2017,1,1,770
138890518015563 7011 122 6,40,32,95,57,46520,2017,0,1,7770
144990213002556 5011 121 6,43,42,95,57,46520,2017,0,1,7790
144990213002556 5011 221 6,39,37,95,217,46520,2017,1,1,1680
145350717017521 7011 222 6,40,28,95,57,46520,2017,0,1,9090
151963190308044 7011 122 4,40,47,95,57,46520,2017,0,1,7890
159661050120697 6111 222 3,44,36,95,57,46520,2017,0,1,7890
169151050428229 7011 122 4,40,45,95,57,46520,2017,0,1,7380
177075921107551 7111 222 4,39,31,95,57,46520,2017,0,1,6170
196025470109551 5011 121 3,43,53,95,57,46520,2017,0,1,7070
251570160901945 5011 121 4,40,37,95,57,46520,2017,0,1,7490
529400364411401 5011 121 6,45,37,95,57,46520,2017,0,1,7990
542400364411401 6011 122 3,42,52,95,57,46520,2017,0,1,7690
571855017110276 6111 222 3,39,56,95,57,46520,2017,0,1,7290
707145753510112 7011 122 6,39,37,95,220,46520,2017,1,1,7890
710402571671755 5011 121 6,43,60,95,57,46520,2017,0,1,7370
751099160803642 5011 321 4,39,27,95,57,46520,2017,0,1,770
910407521190655 5011 121 4,44,62,95,57,46520,2017,0,1,9090
981658045110650 7011 222 4,39,41,95,209,46520,2017,1,1,770
981658045110650 7011 322 4,40,42,95,207,46520,2017,1,1,770
10511758698185 5012 221 3,43,34,95,207,46520,2017,1,1,7890
10514658698145 5011 121 6,40,42,95,57,46520,2017,0,1,8680
21955024310311 5111 221 6,40,41,95,57,46520,2017,0,1,6190
71952036910967 7011 222 5,40,28,95,57,46520,2017,0,1,7890
110508291105965 5012 121 5,41,45,95,57,46520,2017,0,1,6190
127691050429076 5011 121 6,40,28,95,57,46520,2017,0,1,770
135400412031534 6011 122 3,45,48,95,102,46520,2017,1,1,7290
143201050435962 5011 221 4,40,60,95,57,46520,2017,0,1,7070
145050717017527 7011 122 6,39,53,95,57,46520,2017,0,1,7770
145050717017527 7011 222 6,39,52,95,57,46520,2017,0,1,5790
322035050106491 6011 222 3,41,51,95,215,46520,2017,1,1,5275
401130254510433 6011 222 3,40,48,95,57,46520,2017,0,1,7690
521855046010796 5011 121 6,39,59,95,217,46520,2017,1,1,8880
549650059271101 5011 221 3,43,57,95,57,46520,2017,0,1,4580
609105258510007 5111 121 3,43,61,95,57,46520,2017,0,1,6570
610109071259625 6111 222 3,45,46,95,57,46520,2017,0,1,7280
805960201672109 5112 221 5,44,46,95,57,46520,2017,0,1,8370
901132965510258 6011 222 3,39,49,95,223,46520,2017,1,1,8680
931254032010528 7011 322 4,43,60,95,57,46520,2017,0,1,7890
25014401571103 5011 221 3,43,54,95,57,0,2017,0,1,180
100101287510804 6011 122 3,39,35,95,57,0,2017,0,1,8980
108710112000548 6011 222 3,44,63,95,57,0,2017,0,1,170
161756008410541 5111 121 3,39,50,95,57,0,2017,0,1,170
182301050185947 5011 121 3,45,63,95,247,0,2017,1,1,7970
251140110708008 7011 122 5,42,51,95,57,0,2017,0,1,8990
415587601460104 7011 122 6,40,59,95,57,0,2017,0,1,770
453055747101061 5011 221 5,43,62,95,57,0,2017,0,1,770
504140325701101 5012 121 3,39,30,95,57,0,2017,0,1,8880
542150183391401 5012 221 6,39,55,95,57,0,2017,0,1,770
548150183391101 5111 221 5,39,56,95,247,0,2017,1,1,170
551905140007711 5011 121 6,44,35,95,57,0,2017,0,1,770
651905110303718 7111 122 5,42,49,95,57,0,2017,0,1,8680
710404141617575 5011 121 6,44,45,95,233,0,2017,1,1,8080
715458701741107 5111 221 6,40,60,95,57,0,2017,0,1,5080
10511942613655 5012 121 4,40,37,95,57,27980,2017,0,1,770
104660412068542 7111 222 5,39,31,95,57,27980,2017,0,1,8980
128961050121830 7011 222 5,38,37,95,57,27980,2017,0,1,1280
133531050091288 5111 121 5,44,59,95,57,27980,2017,0,1,7390
157791050102443 7011 322 5,39,47,95,57,27980,2017,0,1,8680
190085216103281 7011 122 5,39,49,95,57,27980,2017,0,1,7070
190085216103281 7011 222 5,39,48,95,57,27980,2017,0,1,7070
351213180407513 6011 122 3,44,56,95,57,27980,2017,0,1,7290
610106631532795 7011 122 4,43,55,95,57,27980,2017,0,1,8660
745329401541100 5012 121 5,39,40,95,57,27980,2017,0,1,7690
745329401541100 5012 221 5,37,40,95,57,27980,2017,0,1,770
805112334510731 6011 422 3,40,31,95,57,27980,2017,0,1,8990
945233501771109 6011 122 3,43,53,95,362,27980,2017,1,1,770
10610779935755 5112 221 4,43,50,82,57,14260,2017,0,1,7280
25026155105471 6111 122 3,43,50,82,240,14260,2017,1,1,8080
105102748610030 5111 121 6,39,44,82,57,14260,2017,0,1,770
108690116057602 7111 122 6,40,48,82,110,14260,2017,0,1,770
112076904107461 5011 121 4,43,37,82,57,14260,2017,0,1,7390
142251060015755 6111 122 3,46,47,82,57,14260,2017,0,1,7480
153311060109861 7011 122 5,39,52,82,57,14260,2017,0,1,8770
153311060109861 7011 222 5,39,55,82,57,14260,2017,0,1,8770
305116507610574 5011 121 4,40,47,82,57,14260,2017,0,1,3570
305116507610574 5011 221 4,39,51,82,57,14260,2017,0,1,3570
310005921450786 7111 422 6,40,29,82,57,14260,2017,0,1,5275
461147150701707 5011 121 3,42,49,82,57,14260,2017,0,1,7070
461147150701707 5011 221 3,42,51,82,57,14260,2017,0,1,7070
510009351577796 5111 221 4,43,35,82,57,14260,2017,0,1,6990
615540572251001 6111 122 3,40,64,82,57,14260,2017,0,1,180
705103597610579 5111 121 4,40,61,82,57,14260,2017,0,1,7470
710000961265186 7111 222 6,39,60,82,57,14260,2017,0,1,8990
721164005510525 6111 122 3,43,35,82,57,14260,2017,0,1,7070
966027401171104 5011 221 4,43,53,82,57,14260,2017,0,1,7690
4105758610174 5111 121 6,40,25,82,57,14260,2017,0,1,3970
10610230465765 5111 121 3,40,62,82,57,14260,2017,0,1,770
10611273168387 6011 122 3,37,48,82,303,14260,2017,1,1,8780
66555501500105 7111 122 6,42,37,82,57,14260,2017,0,1,770
115750017074643 7011 122 5,39,28,82,57,14260,2017,0,1,8980
147531060040231 5111 221 3,43,49,82,57,14260,2017,0,1,7880
151076203107421 7011 122 6,43,46,82,57,14260,2017,0,1,8870
166436001550107 7111 122 4,40,59,82,57,14260,2017,0,1,7070
171066705108891 5011 121 4,43,62,82,57,14260,2017,0,1,7070
182301060145927 7011 122 6,40,48,82,57,14260,2017,0,1,770
261950170801318 5011 221 5,39,42,82,73,14260,2017,0,1,7690
366025401170104 7111 122 4,43,37,82,57,14260,2017,0,1,6970
366025401170104 7111 222 4,43,34,82,57,14260,2017,0,1,6970
461147150208717 7011 222 5,40,45,82,57,14260,2017,0,1,7770
461147150805717 5012 121 5,43,56,82,57,14260,2017,0,1,7390
461789110607902 5111 121 6,40,60,82,57,14260,2017,0,1,7280
461789110607902 5111 221 6,40,64,82,57,14260,2017,0,1,170
601965015510551 7011 122 4,42,36,82,57,14260,2017,0,1,5790
623830280541101 7011 122 5,41,29,82,57,14260,2017,0,1,8990
636540572251001 5011 221 3,42,52,82,57,14260,2017,0,1,770
642780093251101 7011 222 6,43,42,82,57,14260,2017,0,1,6170
661905110301718 7011 122 4,44,39,82,57,14260,2017,0,1,8290
661905110301718 7011 222 4,44,39,82,57,14260,2017,0,1,8290
671364002410015 7111 222 4,44,52,82,57,14260,2017,0,1,8560
684140325701101 7011 122 6,38,53,82,57,14260,2017,0,1,770
703119288610105 5011 221 5,39,48,82,57,14260,2017,0,1,7070
910008741769126 5111 121 6,44,57,82,57,14260,2017,0,1,7980
910108741639126 7011 122 4,39,40,82,57,14260,2017,0,1,770
910108741639126 7011 222 4,39,39,82,57,14260,2017,0,1,770
921760016310402 7011 222 4,40,45,82,57,14260,2017,0,1,770
10004731111166 5111 121 3,41,47,82,57,0,2017,0,1,7690
10610116473110 5111 221 3,41,43,82,57,0,2017,0,1,8980
10610149947911 7111 222 6,43,40,82,57,0,2017,0,1,7490
10611144150984 5011 121 5,39,61,82,57,0,2017,0,1,770
47056161106891 7011 222 4,41,47,82,57,0,2017,0,1,170
96395501040104 5011 221 4,43,47,82,57,0,2017,0,1,8560
100360718027633 7011 122 4,43,27,82,57,0,2017,0,1,5170
103750210051651 7111 122 5,43,52,82,57,0,2017,0,1,8560
103750210051651 7111 222 5,43,46,82,57,0,2017,0,1,8560
150361060043822 5011 121 3,39,59,82,57,0,2017,0,1,170
169261060074619 5011 121 3,40,55,82,57,0,2017,0,1,770
169261060094639 7011 222 6,40,56,82,57,0,2017,0,1,770
210002061264376 7011 122 6,39,49,82,57,0,2017,0,1,770
211661037410130 5011 221 4,39,43,82,57,0,2017,0,1,7770
501460006610473 7011 122 6,43,30,82,57,0,2017,0,1,770
605670839691001 5111 121 5,39,35,82,57,0,2017,0,1,8980
707106803610323 7011 222 4,43,36,82,57,0,2017,0,1,7070
766491601290106 5011 121 3,43,42,82,57,0,2017,0,1,170
861868110305609 7011 222 5,40,59,82,57,0,2017,0,1,770
966493601290106 7011 222 6,43,23,82,57,0,2017,0,1,7490
8101251610844 5111 221 3,40,57,82,57,17660,2017,0,1,770
10610456223096 5111 121 4,40,33,82,57,17660,2017,0,1,7070
10610456223096 5111 221 4,40,43,82,57,17660,2017,0,1,7070
10610458308229 5011 121 3,43,27,82,57,17660,2017,0,1,5190
26255601630100 5012 121 3,43,38,82,57,17660,2017,0,1,6990
35086161105751 5111 121 5,43,51,82,57,17660,2017,0,1,7070
37026657105361 5011 221 4,39,26,82,57,26820,2017,0,1,8990
110002311248526 6011 222 3,39,54,82,57,0,2017,0,1,6170
171865006110895 5011 121 5,39,32,82,57,26820,2017,0,1,770
306100874610218 7011 122 5,40,43,82,57,26820,2017,0,1,4795
403118211610819 5011 121 6,40,37,82,57,17660,2017,0,1,7590
405105061610844 5011 221 3,41,64,82,57,0,2017,0,1,6290
506102364610902 5111 221 4,41,34,82,57,17660,2017,0,1,5275
610002231830566 7111 322 6,40,38,82,57,17660,2017,0,1,1590
610002231830566 7111 422 6,39,40,82,57,17660,2017,0,1,1590
610004021194386 7011 222 5,41,40,82,57,17660,2017,0,1,770
610008081241376 7011 222 5,41,31,82,57,26820,2017,0,1,8980
616134101820104 7011 122 6,43,38,82,57,26820,2017,0,1,6672
622050418241101 5011 121 6,44,56,82,57,17660,2017,0,1,8080
661482180200501 5111 321 6,40,20,82,57,0,2017,0,1,7770
821661014110930 6011 122 3,45,47,82,57,17660,2017,0,1,7380
821661014110930 6011 222 3,40,40,82,57,17660,2017,0,1,7380
821761004110933 7111 122 4,40,42,82,57,17660,2017,0,1,7070
821761004110933 7111 222 4,40,38,82,57,17660,2017,0,1,7070
926579801560109 7011 522 5,39,53,82,57,17660,2017,0,1,770
6169135710890 6011 122 3,39,38,33,436,16980,2017,1,1,5090
10713153453463 5011 121 3,39,34,33,57,16980,2017,0,1,8680
10718139832143 5011 121 4,43,63,33,57,16980,2017,0,1,6070
59027760109311 7011 122 6,42,54,33,57,16980,2017,0,1,8470
103390416045746 5011 121 4,46,63,33,57,40420,2017,0,1,7990
107183554710398 5011 121 6,43,54,33,57,16980,2017,0,1,7390
131691070510990 7011 222 6,34,30,33,132,16980,2017,1,1,6170
138440315064784 5011 221 3,39,50,33,119,16980,2017,1,1,770
143681070089264 7011 122 5,33,51,33,303,16980,2017,1,1,4770
143681070089264 7011 422 5,39,52,33,303,16980,2017,1,1,4470
143681070089264 7011 222 5,40,24,33,303,16980,2017,1,1,4770
163610619033776 6011 122 3,43,47,33,57,16980,2017,0,1,8560
173590011096701 7011 122 6,33,35,33,365,16980,2017,1,1,770
186071070380844 5011 221 3,43,37,33,233,16980,2017,0,1,5590
191673086310732 5011 121 4,39,32,33,164,16980,2017,1,1,770
210001251592337 5011 221 4,44,61,33,57,16980,2017,0,1,7390
271057489108531 5011 121 3,44,59,33,57,16980,2017,0,1,7280
310702741997437 5011 221 6,43,34,33,57,16980,2017,0,1,7390
337839901328101 5012 121 5,44,34,33,57,16980,2017,0,1,7390
404106042710626 5011 121 4,33,37,33,57,37900,2017,0,1,770
437884701858108 5012 121 5,39,37,33,57,16980,2017,0,1,7070
510004961634437 5011 121 4,43,61,33,57,40420,2017,0,1,1270
510004961634437 5011 221 4,44,60,33,57,40420,2017,0,1,1270
603161934710337 7011 122 5,43,49,33,212,16980,2017,1,1,6190
671944140306503 5011 221 4,43,61,33,57,40420,2017,0,1,4170
710808351239157 5011 121 5,39,42,33,57,16980,2017,0,1,770
717770560961701 7011 122 5,43,37,33,57,16980,2017,0,1,7890
806101047710125 7011 222 4,32,51,33,303,16980,2017,1,1,770
911273060910060 6011 122 3,44,31,33,210,16980,2017,0,1,4970
911273060910060 6011 222 3,43,32,33,210,16980,2017,0,1,4970
10710088673592 5011 121 3,43,48,33,57,37900,2017,0,1,170
10710312883718 5011 221 4,39,46,33,57,41180,2017,0,1,6170
10710357252855 5011 121 4,41,51,33,57,41180,2017,0,1,8980
10710387934751 6011 322 3,42,33,33,57,41180,2017,0,1,4795
10710389628152 5011 121 3,40,57,33,57,16980,2017,0,1,770
10712839832183 5011 221 3,44,41,33,231,16980,2017,1,1,7390
10716543274713 7011 122 5,43,33,33,57,16980,2017,0,1,5275
12017995108381 5011 121 6,43,38,33,57,16980,2017,0,1,5080
50077224107551 7011 122 6,40,52,33,249,16980,2017,1,1,8180
50077224107551 7011 222 6,40,48,33,249,16980,2017,1,1,8180
53097360106541 6011 222 3,43,46,33,57,16980,2017,0,1,770
67676701093105 5011 121 3,38,55,33,57,16980,2017,0,1,7690
71170140404004 5011 121 6,43,59,33,57,41180,2017,0,1,8690
89067097104501 7011 122 6,40,41,33,57,16980,2017,0,1,8770
102601070057650 7011 222 4,44,34,33,57,16980,2017,0,1,7380
104730211053791 7011 122 4,43,60,33,157,16980,2017,1,1,9090
104730211053791 7011 222 4,43,59,33,157,16980,2017,1,1,9090
107880818076748 6011 322 3,39,24,33,57,16980,2017,0,1,8560
118151070024874 7011 122 4,39,41,33,57,16980,2017,0,1,6290
118151070024874 6011 122 3,39,47,33,128,16980,2017,1,1,7690
118151070024874 6011 222 3,39,50,33,128,16980,2017,1,1,5590
118151070024874 6011 322 3,40,22,33,57,16980,2017,0,1,9090
122871070067860 6011 322 3,39,38,33,57,16980,2017,0,1,7590
133341070504595 7011 222 4,45,35,33,57,16980,2017,0,1,7270
134901070185305 5011 121 6,43,62,33,57,16980,2017,0,1,4265
157860719050767 7011 322 5,39,25,33,57,16980,2017,0,1,8990
179051070616617 7011 122 5,44,55,33,57,16980,2017,0,1,7390
179051070846607 5011 221 5,44,54,33,57,16980,2017,0,1,7290
179330312013784 7011 122 4,39,45,33,57,16980,2017,0,1,8980
186071070220894 5011 121 3,43,57,33,57,16980,2017,0,1,7070
189530312013788 5011 121 4,39,36,33,128,16980,2017,1,1,770
192311070738323 7011 122 5,40,40,33,57,16980,2017,0,1,8170
197694701220105 5011 221 5,42,61,33,57,41180,2017,0,1,3980
271381130808329 5011 521 3,46,55,33,57,16980,2017,0,1,7270
271601180800100 5011 221 6,40,45,33,57,16980,2017,0,1,8770
310009311395247 5011 121 6,40,52,33,57,16980,2017,0,1,7680
310009311395247 5011 221 6,40,32,33,57,16980,2017,0,1,7680
310009311395247 5011 321 6,40,32,33,57,16980,2017,0,1,7680
310009311395247 5011 421 6,40,32,33,57,16980,2017,0,1,7680
333027281101931 5011 321 3,43,36,33,217,16980,2017,1,1,5080
333027681105931 5011 121 3,42,48,33,57,16980,2017,0,1,770
347636501590100 6011 122 3,39,62,33,57,16980,2017,0,1,8560
371001160705407 5011 221 4,43,54,33,57,16980,2017,0,1,7070
400158689710970 7011 222 6,41,61,33,57,16980,2017,0,1,8970
471727140000383 5012 121 5,43,40,33,57,16980,2017,0,1,4070
571275000410257 7011 122 6,43,31,33,57,16980,2017,0,1,7380
571897150701107 7011 122 6,41,50,33,57,16980,2017,0,1,7690
671282100301208 5011 121 3,43,53,33,57,16980,2017,0,1,7070
671282100301208 5011 221 3,43,61,33,57,16980,2017,0,1,8560
688057288106731 7011 122 4,39,61,33,217,16980,2017,1,1,5170
707303101380105 5011 221 6,40,52,33,57,40420,2017,0,1,8470
710808351809157 5011 121 5,39,59,33,57,16980,2017,0,1,8770
729890122861001 5011 121 4,39,46,33,57,16980,2017,0,1,3875
729890122861001 5011 221 4,39,42,33,57,16980,2017,0,1,2370
733027381102931 7011 122 5,39,35,33,57,16980,2017,0,1,6290
741373054710238 7011 222 6,39,54,33,57,16980,2017,0,1,8470
747510174821001 6011 222 3,39,54,33,57,16980,2017,0,1,770
751879005210110 7011 122 5,43,28,33,57,41180,2017,0,1,7070
771210644691001 7011 122 5,40,41,33,57,16980,2017,0,1,8980
797004301616109 7011 122 6,40,40,33,128,16980,2017,1,1,770
867673701098105 5011 221 4,45,57,33,233,16980,2017,1,1,7980
871743160407300 5011 121 5,40,63,33,57,16980,2017,0,1,7590
881271004510417 6011 222 3,39,62,33,57,16980,2017,0,1,770
971665170104077 6011 122 3,43,32,33,164,16980,2017,1,1,6670
10710177906486 6011 122 3,39,50,33,57,0,2017,0,1,8770
10710310529960 5011 121 4,39,56,33,57,0,2017,0,1,170
10710343754112 7011 122 4,43,43,33,57,0,2017,0,1,2570
10710377656237 7011 122 6,37,57,33,57,0,2017,0,1,770
74037158105401 7011 122 4,43,56,33,57,0,2017,0,1,770
102201070028638 7011 122 6,43,60,33,57,0,2017,0,1,7370
105450017074744 7011 122 4,41,35,33,57,0,2017,0,1,8680
105450017074744 7011 222 4,39,35,33,57,0,2017,0,1,8680
107150518013765 5011 221 4,37,59,33,57,0,2017,0,1,6170
107170218089726 5011 121 3,43,64,33,57,0,2017,0,1,6990
217141701780103 7011 222 5,39,44,33,57,0,2017,0,1,770
647964501970100 5011 321 5,39,27,33,57,0,2017,0,1,7770
671094170108607 6011 122 3,39,52,33,57,0,2017,0,1,180
705940907971001 5011 121 6,42,23,33,57,0,2017,0,1,170
751870007110866 5011 121 5,39,59,33,57,0,2017,0,1,170
810004121614057 5011 121 6,39,56,33,57,0,2017,0,1,770
991470004310893 6011 222 3,43,42,33,57,0,2017,0,1,8470
10710139753861 7011 122 4,41,57,33,57,19340,2017,0,1,770
10710157175115 7011 222 4,40,26,33,57,16060,2017,0,1,280
10710214983963 6011 122 3,43,59,33,57,44100,2017,0,1,7590
10710327185436 7011 122 6,36,44,33,57,0,2017,0,1,770
29017930101891 5011 121 5,43,44,33,57,16060,2017,0,1,7770
29017930101891 5011 221 5,43,44,33,57,16060,2017,0,1,7770
104200816057703 5011 221 6,39,42,33,57,19340,2017,0,1,770
161774008210841 7011 122 6,39,53,33,57,19340,2017,0,1,8170
571814120404607 5011 121 6,45,41,33,57,0,2017,0,1,7270
741330744531001 5011 121 3,40,38,33,57,44100,2017,0,1,8680
754580016421001 5012 121 5,39,34,33,57,0,2017,0,1,8980
754940337291001 5011 121 4,39,59,33,57,14010,2017,0,1,170
771840214681001 7011 122 6,41,36,33,57,19340,2017,0,1,8470
937343601060106 6011 122 3,39,48,33,57,0,2017,0,1,8780
10810551278194 5011 121 3,45,45,32,57,26900,2017,0,1,8370
18018496102531 7011 622 6,40,44,32,303,21780,2017,1,1,8680
103440215006834 5012 121 6,46,32,32,57,26900,2017,0,1,7270
119840612023830 5012 121 4,40,25,32,57,26900,2017,0,1,8980
170481080081803 5011 221 3,39,62,32,57,21780,2017,0,1,5170
182058007104851 7011 122 4,39,49,32,57,26900,2017,0,1,770
185871080040512 5111 221 5,34,34,32,303,26900,2017,1,1,770
192321080143436 6011 122 3,39,39,32,303,26900,2017,1,1,7690
192321080183466 5011 121 4,43,47,32,57,26900,2017,0,1,770
410102781461518 5011 221 4,41,41,32,57,26900,2017,0,1,8980
501104252810362 7011 222 4,43,34,32,57,21780,2017,0,1,6590
610003451440238 6011 222 3,36,27,32,57,26900,2017,0,1,770
758021801851107 7011 122 6,43,62,32,57,26900,2017,0,1,5580
781155160106511 7011 222 4,43,53,32,57,26900,2017,0,1,6490
834870422191001 7011 122 4,40,50,32,57,26900,2017,0,1,8990
1102751810396 6011 222 3,36,37,32,57,26900,2017,0,1,770
10810324593032 7011 222 5,44,53,32,57,23060,2017,0,1,7390
48048330100061 5111 121 6,43,49,32,57,21780,2017,0,1,770
48048330100061 5111 221 6,39,49,32,57,21780,2017,0,1,170
100010116005859 5011 121 5,39,32,32,57,26900,2017,0,1,770
104390213002853 7011 122 5,40,60,32,57,23060,2017,0,1,8770
105360719066806 6011 122 3,39,60,32,57,23060,2017,0,1,770
109120319076836 5011 221 3,43,55,32,57,26900,2017,0,1,7280
176871080018901 7111 222 4,39,48,32,57,31140,2017,0,1,6170
202109343810305 7011 122 5,39,35,32,210,23060,2017,1,1,8660
202109343810305 7011 222 5,39,39,32,210,23060,2017,1,1,8660
210004691536968 7011 122 4,43,40,32,57,26900,2017,0,1,7070
210004691536968 7011 222 4,43,39,32,57,26900,2017,0,1,7390
210005711527428 7011 222 5,41,39,32,57,26900,2017,0,1,8790
210005931330248 7011 122 5,43,30,32,57,23060,2017,0,1,5480
306100871810518 7011 222 5,40,53,32,57,31140,2017,0,1,7690
306102991810673 5012 221 3,43,53,32,57,26900,2017,0,1,6970
421285005610211 5011 221 3,43,45,32,233,21780,2017,1,1,8680
610003291617398 5011 121 3,39,59,32,57,26900,2017,0,1,770
621589003810050 5011 221 3,36,37,32,57,26900,2017,0,1,770
681332190305801 5011 221 4,39,64,32,57,26900,2017,0,1,4670
681547140306300 6011 222 3,36,32,32,57,26900,2017,0,1,770
688530501740105 7011 222 6,43,42,32,57,21780,2017,0,1,170
810003361532918 5011 121 4,40,44,32,57,26900,2017,0,1,770
854580195861001 5011 221 4,41,51,32,57,23060,2017,0,1,7070
860350587451001 7011 122 6,43,54,32,57,21780,2017,0,1,170
891086005510034 7011 122 5,44,62,32,164,26900,2017,1,1,8080
10810127468858 6011 222 3,39,50,32,57,0,2017,0,1,180
42098806100521 7011 122 5,39,47,32,57,0,2017,0,1,170
46038295107341 5011 421 5,39,22,32,57,0,2017,0,1,770
81115130201105 7011 222 6,46,57,32,233,0,2017,1,1,7970
103210616026845 7011 122 5,42,32,32,57,0,2017,0,1,5490
103210616026845 7011 222 5,39,36,32,57,0,2017,0,1,5580
105160419034806 5011 121 3,41,59,32,57,0,2017,0,1,170
105330517011890 5011 521 3,41,38,32,57,0,2017,0,1,770
105330517011890 5011 421 3,39,33,32,57,0,2017,0,1,770
107160218088845 6011 122 3,39,34,32,57,0,2017,0,1,770
109170410029895 7011 222 6,45,53,32,57,0,2017,0,1,7980
110009371031558 5011 121 3,40,58,32,57,0,2017,0,1,770
341485009110453 5011 121 3,40,61,32,57,0,2017,0,1,770
351682007110316 5011 221 5,39,45,32,57,0,2017,0,1,770
410000691613458 5011 121 3,40,59,32,57,0,2017,0,1,170
815120979481001 7011 122 5,43,35,32,57,0,2017,0,1,770
65048320104811 6011 122 3,40,39,32,333,0,2017,1,1,8680
95088970103991 5011 321 4,43,39,32,57,0,2017,0,1,5592
101240411012870 5011 221 3,39,64,32,57,21140,2017,0,1,7790
104210810026853 5011 121 3,44,54,32,57,16980,2017,0,1,8560
104210810026853 5011 221 3,43,57,32,57,16980,2017,0,1,770
143391080049821 6011 222 3,42,45,32,57,45460,2017,0,1,8770
148584701960105 5011 121 5,44,58,32,57,0,2017,0,1,770
409109901810038 5011 121 4,40,62,32,57,0,2017,0,1,6890
