pid,grdatn,age,state,natvty,msafp,year,immigr,se15u,ind2
10910773168357 6011 12110,43,64,42,57,0,2017,0,1,770
10910788097264 4011 22011,42,35,42,57,0,2017,0,1,6170
22019289103431 6011 12112,40,30,42,57,0,2017,0,1,8980
100350515022910 5011 22012,44,39,42,57,0,2017,0,1,7970
101294008210563 6011 22112,43,23,42,57,0,2017,0,1,6990
107510611019912 4011 22011,42,40,42,57,0,2017,0,1,180
107710212074901 6011 22111,46,50,42,57,0,2017,0,1,7980
108521090042234 6011 22110,39,63,42,57,0,2017,0,1,770
109250412036925 5011 12012,39,55,42,57,0,2017,0,1,170
135021090054858 5011 12012,40,53,42,57,0,2017,0,1,170
135021090054858 5011 22012,43,54,42,57,0,2017,0,1,170
152251090014655 4011 12011,36,55,42,57,0,2017,0,1,170
281490004210253 6011 12110,39,52,42,57,0,2017,0,1,7770
304105294910959 5011 121 1,39,61,42,57,0,2017,0,1,170
310005271621559 6011 122 1,39,63,42,57,0,2017,0,1,8470
410002431962329 6011 12111,39,60,42,57,0,2017,0,1,170
561093008510475 4011 12010,39,60,42,57,0,2017,0,1,770
589485301050102 5011 12012,39,57,42,57,0,2017,0,1,6170
610002521523499 5011 12012,42,47,42,57,0,2017,0,1,180
619955901470108 6011 12111,39,62,42,57,0,2017,0,1,8770
639645801960109 4011 12010,42,22,42,57,0,2017,0,1,7490
810008901449109 6011 12112,43,57,42,57,0,2017,0,1,8680
905280138761001 6011 22110,39,43,42,57,0,2017,0,1,170
910001111251679 4011 12011,40,61,42,57,0,2017,0,1,180
951199002910545 5011 12012,39,55,42,57,0,2017,0,1,770
991751170407304 4011 12011,41,52,42,57,0,2017,0,1,770
993220143071001 5011 12012,42,59,42,57,0,2017,0,1,770
10910192441583 5011 12012,43,21,42,57,0,2017,0,1,6672
10910254516409 5011 221 1,43,31,42,57,26980,2017,0,1,8770
105330518047991 4011 22011,39,58,42,57,0,2017,0,1,7690
110003151010409 4011 22010,41,34,42,57,36540,2017,0,1,4570
128261090049437 6011 12111,44,35,42,57,19340,2017,0,1,7070
510000371830299 6011 12111,43,59,42,57,16300,2017,0,1,9070
691154150301904 4011 22010,39,36,42,57,26980,2017,0,1,770
749921901190106 6011 122 1,41,26,42,57,36540,2017,0,1,170
922510487141001 6011 12110,40,40,42,57,47940,2017,0,1,7790
941500771951001 5011 32012,43,28,42,57,0,2017,0,1,7370
15230793241002 5011 121 1,44,40,47,57,48620,2017,0,1,7290
20010946820134 6011 22111,43,47,47,57,48620,2017,0,1,7690
32020147205391 5012 121 1,43,44,47,57,48620,2017,0,1,8590
32020147205391 5012 221 1,40,45,47,57,48620,2017,0,1,770
160412000028284 6011 222 1,43,61,47,57,48620,2017,0,1,6990
160412000158204 6011 22110,39,38,47,57,48620,2017,0,1,770
184602000002155 6111 22111,43,42,47,57,28140,2017,0,1,7690
202910212047025 6011 22112,43,34,47,57,48620,2017,0,1,7690
220412101821209 6011 12112,45,58,47,57,28140,2017,0,1,7980
300205594010215 6111 12111,44,39,47,57,28140,2017,0,1,7390
620085301070207 5011 221 1,46,54,47,57,28140,2017,0,1,7390
641905001120511 4011 12010,44,52,47,57,28140,2017,0,1,170
641905001120511 4011 22010,39,58,47,57,28140,2017,0,1,170
751709007420979 6011 22110,39,37,47,247,48620,2017,1,1,8990
9040852200811 6011 12110,39,58,47,57,48620,2017,0,1,490
9040852200811 6011 22110,44,57,47,57,48620,2017,0,1,490
20010419304947 6111 12112,33,36,47,303,28140,2017,1,1,770
42910910631102 6011 12110,43,57,47,57,28140,2017,0,1,8770
85870549651002 5011 12012,40,62,47,57,28140,2017,0,1,770
207080210009004 5011 12012,43,58,47,57,28140,2017,0,1,5170
210001552402500 6111 22110,34,46,47,57,48620,2017,0,1,770
461707018520591 6011 222 1,44,35,47,57,28140,2017,0,1,7370
502794170300709 6111 122 1,39,29,47,57,48620,2017,0,1,770
551209013120501 6011 12111,45,44,47,57,28140,2017,0,1,8090
810590801040202 6011 22110,39,53,47,57,48620,2017,0,1,180
910251801641200 4011 22011,43,56,47,57,28140,2017,0,1,7290
1020540205811 5011 12012,39,24,47,57,0,2017,0,1,770
1020540205811 5011 22012,39,36,47,303,0,2017,1,1,770
20010032243294 6111 22111,39,56,47,57,0,2017,0,1,6170
48060954203611 4111 12010,41,32,47,57,0,2017,0,1,170
62010295207201 6011 12110,42,46,47,57,0,2017,0,1,4690
62010295207201 6011 22110,42,45,47,57,0,2017,0,1,6990
97830239061002 5011 12012,39,58,47,57,0,2017,0,1,5090
166442000095138 4111 12010,41,62,47,57,0,2017,0,1,170
170912000088009 6111 122 1,46,53,47,57,0,2017,0,1,7390
170912000088009 6111 222 1,45,43,47,57,0,2017,0,1,7390
201205056010732 6011 22111,39,46,47,57,0,2017,0,1,8870
204730911061061 4011 12011,39,49,47,57,0,2017,0,1,770
302282140504718 4011 22011,39,64,47,57,0,2017,0,1,8470
401209511010384 6111 222 1,41,54,47,57,0,2017,0,1,8970
421402005420482 6011 12111,39,55,47,57,0,2017,0,1,490
571505015720070 6011 22110,45,36,47,57,0,2017,0,1,7480
610009012625220 6111 12112,43,35,47,57,0,2017,0,1,180
710108232452480 4011 12011,43,31,47,57,0,2017,0,1,170
810008982962950 6011 12112,39,24,47,57,0,2017,0,1,770
841508004520806 6011 122 1,39,52,47,57,0,2017,0,1,8680
902237130203609 5011 121 1,39,61,47,57,0,2017,0,1,170
930687301900202 5011 12012,44,38,47,57,0,2017,0,1,770
930687301900202 5011 22012,43,38,47,57,0,2017,0,1,4180
20010232349803 6011 32110,39,45,47,57,0,2017,0,1,8980
41340875971002 5011 221 1,37,29,47,303,0,2017,1,1,8680
110005892115660 5012 121 1,39,25,47,57,0,2017,0,1,4480
110005892115660 5012 321 1,39,24,47,57,0,2017,0,1,4480
110005892905660 6111 122 1,43,62,47,57,0,2017,0,1,4880
110005892905660 6111 222 1,43,61,47,57,0,2017,0,1,4880
203210814001071 6011 122 1,40,37,47,57,0,2017,0,1,7890
205040513022064 5111 221 1,39,49,47,57,45820,2017,0,1,770
206090615077079 6111 22110,42,29,47,57,45820,2017,0,1,8980
301205391010087 4111 22011,40,34,47,57,0,2017,0,1,8470
601208960010955 6111 122 1,43,62,47,57,0,2017,0,1,770
601208960010955 6111 222 1,43,61,47,57,0,2017,0,1,770
670460501730207 5011 121 1,41,62,47,57,0,2017,0,1,770
751203000620121 6011 12112,39,59,47,57,0,2017,0,1,180
20111396757781 6011 22112,39,61,61,57,31140,2017,0,1,7770
110107572837961 6011 22112,36,57,61,57,31140,2017,0,1,770
114640609811002 6111 122 1,40,49,61,57,31140,2017,0,1,770
196081216202401 4011 22010,46,63,61,57,31140,2017,0,1,8180
201162401981206 4011 12010,40,53,61,57,31140,2017,0,1,5170
201162401981206 4011 22010,43,52,61,57,31140,2017,0,1,5580
712776100200508 6111 12111,44,51,61,57,30460,2017,0,1,7390
821240901450208 5111 121 1,42,60,61,57,30460,2017,0,1,770
910006362259481 6011 12112,40,62,61,57,30460,2017,0,1,8770
910103952033321 4011 12010,39,61,61,370,31140,2017,1,1,7690
951112013320394 6011 122 1,40,44,61,110,31140,2017,0,1,8680
71264401971205 6011 22110,38,44,61,57,31140,2017,0,1,7770
74011874200161 6011 222 1,42,57,61,57,30460,2017,0,1,7390
81001589200091 6111 22110,39,44,61,57,17140,2017,0,1,770
130850843921002 5011 12012,39,37,61,57,31140,2017,0,1,770
130850843921002 5011 22012,40,38,61,57,31140,2017,0,1,770
150150161451002 5011 62012,39,41,61,57,30460,2017,0,1,770
161314004220090 4111 22010,39,40,61,57,31140,2017,0,1,770
205080816092157 6011 12112,40,45,61,373,31140,2017,1,1,770
511280001870200 4111 22011,44,63,61,57,17140,2017,0,1,7280
612223100404101 6111 12111,45,50,61,57,31140,2017,0,1,7270
810003052113951 4011 12010,39,43,61,138,31140,2017,1,1,290
810003052113951 4011 22010,39,50,61,119,31140,2017,1,1,180
7061485202101 4111 12010,39,53,61,57,0,2017,0,1,6990
7061485202101 4111 22010,42,54,61,57,0,2017,0,1,3970
20051225201161 5111 121 1,39,60,61,57,0,2017,0,1,770
20110010461874 6111 122 1,41,54,61,57,0,2017,0,1,8770
74021505204171 6011 12111,39,44,61,57,0,2017,0,1,7770
84011461201701 6111 12112,39,57,61,57,0,2017,0,1,4890
105202447110875 4011 12010,36,62,61,57,0,2017,0,1,180
116052010048027 4111 12010,39,56,61,57,0,2017,0,1,170
130092010027923 6111 22112,41,27,61,57,0,2017,0,1,8980
200204971110823 6011 12112,40,44,61,57,0,2017,0,1,6170
204720114075158 4011 12010,39,62,61,57,0,2017,0,1,170
205310714081111 6011 22112,43,47,61,57,0,2017,0,1,4290
401031301450200 5011 22012,43,28,61,57,0,2017,0,1,7890
471315003220165 6011 222 1,43,32,61,57,0,2017,0,1,8560
810008502313071 5111 121 1,36,57,61,57,0,2017,0,1,770
912432120108007 6011 12112,39,63,61,57,0,2017,0,1,2570
951652501070202 6011 12111,39,55,61,57,0,2017,0,1,770
991312000020450 5111 121 1,39,48,61,57,0,2017,0,1,770
105205161110854 6011 22112,43,44,61,57,14540,2017,0,1,770
112545110108506 4011 12010,39,51,61,57,14540,2017,0,1,6170
805204592110600 5011 121 1,39,42,61,57,0,2017,0,1,8770
12082595205771 4011 12010,44,41,72,57,12940,2017,0,1,7890
20210224582433 5013 12012,40,32,72,57,12940,2017,0,1,5275
20210328593962 5011 12012,38,48,72,247,35380,2017,1,1,770
20210541982173 4111 22010,40,55,72,57,29180,2017,0,1,490
20210691476946 6111 22112,44,40,72,57,35380,2017,0,1,8990
101452020067551 6111 22112,44,43,72,57,35380,2017,0,1,7270
112174401210208 5111 12012,40,60,72,57,35380,2017,0,1,7390
120422020094931 5111 121 1,43,52,72,57,35380,2017,0,1,8560
143182020028539 6011 222 1,36,38,72,57,43340,2017,0,1,770
184052020028874 6111 12112,39,55,72,57,12940,2017,0,1,770
201690014001262 6111 12111,38,61,72,312,12940,2017,1,1,7670
207730010099230 6111 12111,43,47,72,57,35380,2017,0,1,770
209950310095270 6111 12111,40,53,72,57,35380,2017,0,1,7890
216570153861002 4111 12011,43,56,72,57,29180,2017,0,1,5591
254270968621002 5111 12012,41,36,72,57,35380,2017,0,1,7070
254270968621002 5111 22012,44,43,72,57,35380,2017,0,1,7390
286470317811002 6111 122 1,39,59,72,57,29180,2017,0,1,6170
310009822751412 4111 22010,45,50,72,57,29180,2017,0,1,8190
341228002820463 5112 32012,31,30,72,57,35380,2017,0,1,7670
403208215210719 4111 12010,45,52,72,57,29180,2017,0,1,8190
410007732386082 6011 22112,40,29,72,57,35380,2017,0,1,8980
509206103210161 5012 12012,43,30,72,57,12940,2017,0,1,3390
509206104210261 6011 222 1,43,50,72,57,12940,2017,0,1,1680
652715001410205 4111 12010,43,47,72,136,35380,2017,0,1,770
702201148210681 6011 122 1,40,59,72,57,35380,2017,0,1,8590
791222007520009 6111 12112,43,45,72,57,35380,2017,0,1,6990
791222007520009 6111 22112,43,46,72,57,35380,2017,0,1,1680
810006442768252 6111 22110,40,23,72,57,29180,2017,0,1,8680
922705170700002 6011 122 1,43,60,72,57,35380,2017,0,1,8370
941021000020615 6011 12110,40,41,72,57,12940,2017,0,1,7070
10022229207951 4111 12010,43,49,72,57,35380,2017,0,1,8680
20210051855397 5011 12012,39,56,72,57,35380,2017,0,1,8470
20210097277972 5111 221 1,39,35,72,57,35380,2017,0,1,6190
20210120674417 5111 121 1,42,39,72,57,29180,2017,0,1,6990
20210338950957 4111 12011,39,25,72,57,12940,2017,0,1,7770
20210352538412 4011 22010,37,32,72,57,12940,2017,0,1,7770
20210483979273 6111 12110,37,64,72,57,35380,2017,0,1,7690
20210483979273 6111 22110,33,58,72,314,35380,2017,1,1,7770
81128005220395 6011 122 1,43,27,72,57,29180,2017,0,1,7070
89032629205361 4111 12011,43,48,72,57,35380,2017,0,1,7380
95082332206801 6111 12111,39,59,72,57,29180,2017,0,1,490
102844501360200 4011 22011,44,60,72,136,35380,2017,1,1,8370
110002522959092 6111 222 1,44,59,72,440,35380,2017,1,1,8770
121572020048834 6011 12111,43,51,72,57,12940,2017,0,1,770
121572020048834 6011 22111,39,49,72,57,12940,2017,0,1,770
133892020062659 6111 122 1,39,29,72,57,35380,2017,0,1,7490
182372020023627 5011 221 1,43,41,72,57,35380,2017,0,1,6990
200230414076258 5111 22012,39,61,72,217,35380,2017,1,1,5080
201570916096242 4111 12011,43,47,72,247,35380,2017,1,1,7070
203260913098223 5011 121 1,42,51,72,57,35380,2017,0,1,8170
206560026321002 6111 122 1,39,55,72,57,29180,2017,0,1,3980
206560026321002 6111 222 1,39,59,72,57,29180,2017,0,1,4470
208430516072209 6011 12110,44,52,72,57,35380,2017,0,1,770
210004802015672 6111 12111,39,48,72,57,35380,2017,0,1,8880
210005632449912 4111 22010,44,37,72,240,35380,2017,1,1,5580
215580209831002 6011 122 1,43,28,72,57,29180,2017,0,1,7280
235820171071002 6011 22111,40,32,72,57,35380,2017,0,1,8560
243420785181002 6011 22111,39,58,72,57,12940,2017,0,1,7770
250280924721002 5111 121 1,36,55,72,57,35380,2017,0,1,770
250780990031002 4011 12011,40,50,72,57,12940,2017,0,1,4870
252207901120209 4111 12010,43,61,72,57,35380,2017,0,1,770
400208485210958 6111 222 1,39,32,72,57,12940,2017,0,1,7070
402012001130207 5011 12012,39,58,72,57,12940,2017,0,1,5690
402207123210875 6111 42110,43,51,72,57,12940,2017,0,1,8790
402207123210875 6111 52110,39,27,72,57,12940,2017,0,1,3980
422357140208600 5111 32012,43,26,72,57,35380,2017,0,1,8560
521229000920217 4111 22010,39,27,72,313,35380,2017,1,1,7690
522139190509008 6111 222 1,41,37,72,57,12940,2017,0,1,8980
592370801000209 4011 12011,39,43,72,57,12940,2017,0,1,6990
592370801000209 4011 22011,43,40,72,57,12940,2017,0,1,6990
602208071210054 6111 12111,40,62,72,57,35380,2017,0,1,7070
610004762259912 4111 22011,44,42,72,57,35380,2017,0,1,9090
662295301830209 6111 122 1,43,29,72,57,35380,2017,0,1,8680
662295301830209 6111 222 1,43,53,72,57,35380,2017,0,1,8680
710008352119152 6111 122 1,40,33,72,57,43340,2017,0,1,7070
722729190007207 5111 121 1,39,53,72,57,35380,2017,0,1,8470
810004512312172 6011 222 1,40,54,72,57,29180,2017,0,1,7070
822641170101400 5111 12012,43,33,72,231,29180,2017,1,1,7070
822795120607107 6111 122 1,39,41,72,57,12940,2017,0,1,8880
822879100100804 6111 12111,45,31,72,57,35380,2017,0,1,7270
881824000920780 6011 12111,40,62,72,57,35380,2017,0,1,4280
20210742613665 6111 12111,39,41,72,57,0,2017,0,1,7770
20210797384417 6011 22111,43,38,72,57,0,2017,0,1,8180
20211410921941 6011 12112,40,63,72,57,0,2017,0,1,180
20211610921971 6111 222 1,39,35,72,57,0,2017,0,1,8470
96012741202191 4011 22010,39,45,72,57,0,2017,0,1,770
133532020011258 5011 22012,39,55,72,57,0,2017,0,1,4470
133532020031268 5111 121 1,40,34,72,57,0,2017,0,1,7690
161802020075217 5011 121 1,44,54,72,57,0,2017,0,1,7280
161802020075217 5011 221 1,39,58,72,57,0,2017,0,1,770
204860412068240 6111 12110,39,37,72,57,0,2017,0,1,7680
205204447210803 6111 12112,39,48,72,57,0,2017,0,1,4970
214480018096292 6011 12111,40,52,72,57,0,2017,0,1,770
286440668241002 6011 122 1,40,38,72,57,0,2017,0,1,770
412569101570205 4111 12010,43,50,72,57,0,2017,0,1,770
422430120708504 6111 12112,40,47,72,57,0,2017,0,1,4970
422430120708504 6111 22112,45,38,72,57,0,2017,0,1,7270
510003442870242 6111 12112,39,48,72,57,0,2017,0,1,4470
681223004520873 6011 12111,39,61,72,57,0,2017,0,1,8770
871124007820026 5111 22012,40,39,72,57,0,2017,0,1,4470
910206552513212 4011 12011,39,40,72,207,0,2017,1,1,8680
1052765203631 4111 22011,43,41,72,57,33740,2017,0,1,8980
20210286526583 5011 421 1,39,28,72,57,0,2017,0,1,770
20210355462532 4111 12010,43,54,72,57,33740,2017,0,1,7670
20210452955922 6111 12110,39,40,72,303,29340,2017,1,1,7690
54002219203771 6111 12112,43,55,72,57,33740,2017,0,1,6890
54002219203771 6111 22112,44,48,72,57,33740,2017,0,1,5570
56092030204101 6111 12111,39,28,72,57,0,2017,0,1,770
156002020005966 4111 12010,40,46,72,57,0,2017,0,1,8980
165522020070518 5111 12012,43,54,72,57,33740,2017,0,1,7770
170592020021734 6111 22112,43,53,72,57,33740,2017,0,1,6990
171425006120893 6011 122 1,40,49,72,57,29340,2017,0,1,7690
200350416073248 6011 12110,45,54,72,57,0,2017,0,1,8980
202510017097234 4011 12010,46,52,72,57,0,2017,0,1,7970
205790203581002 4011 22010,39,24,72,57,0,2017,0,1,8690
262323101920202 5111 221 1,43,51,72,57,0,2017,0,1,5470
310005272241552 6111 42112,36,39,72,57,0,2017,0,1,770
322600120308600 6111 12111,39,64,72,57,29340,2017,0,1,4890
472873001650201 6011 122 1,43,30,72,57,0,2017,0,1,7490
502205523210199 4011 12010,40,53,72,57,29340,2017,0,1,8980
610006882338192 5111 221 1,39,58,72,57,0,2017,0,1,7290
622255180208306 5011 421 1,39,33,72,57,0,2017,0,1,770
710003172459022 4011 12010,45,51,72,57,0,2017,0,1,7280
809200523210569 6111 122 1,40,27,72,57,33740,2017,0,1,7690
941825009420305 4011 22011,39,33,72,314,0,2017,1,1,770
6219134310490 6011 12110,39,54,11,57,38860,2017,0,1,770
20310225814305 6011 12111,39,45,11,57,38860,2017,0,1,7770
20311238845664 6011 12112,43,31,11,57,38860,2017,0,1,180
155792030058361 5011 121 1,39,55,11,57,38860,2017,0,1,180
179052030196627 6011 122 1,43,56,11,57,38860,2017,0,1,770
188053488202731 6011 12111,39,43,11,57,38860,2017,0,1,770
213250513043341 6011 222 1,44,35,11,57,38860,2017,0,1,4280
218240315064386 6011 12112,39,52,11,57,38860,2017,0,1,770
304214582310668 6011 12112,39,59,11,57,38860,2017,0,1,180
304214582310668 6011 22112,39,60,11,57,38860,2017,0,1,180
351935001920871 6111 12110,39,36,11,57,38860,2017,0,1,770
400218684310270 6011 22112,43,48,11,57,38860,2017,0,1,7280
403207436310772 5011 12012,41,61,11,57,38860,2017,0,1,770
403207436310772 5011 22012,39,49,11,57,38860,2017,0,1,770
433882701851208 6011 12111,44,58,11,57,38860,2017,0,1,8370
510008142023253 6011 12111,43,55,11,57,38860,2017,0,1,7070
10002082110763 5111 12012,39,24,11,57,0,2017,0,1,8770
10002082110763 5111 22012,40,32,11,57,0,2017,0,1,7690
20310416000123 5011 22012,45,47,11,57,0,2017,0,1,8980
20310631145579 5011 12012,39,58,11,57,0,2017,0,1,1190
110107222813053 4012 12010,39,32,11,57,0,2017,0,1,7370
120212030141921 6011 12110,40,45,11,57,0,2017,0,1,8680
120212030141921 6011 22110,42,33,11,57,0,2017,0,1,7380
132143190308604 4011 12011,40,56,11,57,0,2017,0,1,7470
132143190308604 4011 22011,39,56,11,57,0,2017,0,1,7470
132844150609701 5011 121 1,43,42,11,301,0,2017,0,1,3980
132884160404900 6011 12111,39,56,11,57,0,2017,0,1,770
156332030093280 6011 522 1,40,22,11,57,0,2017,0,1,8470
213298201760203 6011 12111,43,31,11,57,0,2017,0,1,2470
213298201760203 6011 22111,43,30,11,57,0,2017,0,1,4770
291636019520810 6011 12112,39,33,11,57,0,2017,0,1,770
306209638310850 6011 12110,43,45,11,57,0,2017,0,1,7070
371436000120438 6011 12112,44,57,11,57,0,2017,0,1,8370
401210250310933 6011 122 1,40,39,11,57,0,2017,0,1,8770
413291201760203 6111 122 1,43,55,11,57,0,2017,0,1,280
493821801560206 6111 12110,37,38,11,57,0,2017,0,1,8770
532415130306911 4011 12010,45,60,11,57,0,2017,0,1,7980
543726201580203 5011 121 1,43,43,11,57,0,2017,0,1,770
632233100101305 4111 22011,43,30,11,57,0,2017,0,1,8470
702218662310581 6011 122 1,39,49,11,57,0,2017,0,1,7690
732551120901900 4011 12011,40,63,11,57,0,2017,0,1,8170
20311096717625 4011 12011,41,64,11,57,12620,2017,0,1,8980
20311152955902 4011 12011,39,41,11,57,12620,2017,0,1,8590
31230011720018 6011 12112,43,39,11,57,38860,2017,0,1,7770
105572030054653 5011 121 1,36,38,11,448,30340,2017,1,1,8470
112772030162662 6011 12112,43,53,11,139,38860,2017,1,1,3390
136482030093977 5011 121 1,43,51,11,57,38860,2017,0,1,7390
153445601501204 4011 12011,45,49,11,57,38860,2017,0,1,7270
159073476201611 6011 12110,37,52,11,57,12620,2017,0,1,8680
175043147200711 4011 22010,40,53,11,57,30340,2017,0,1,770
207160614044343 4111 12010,41,40,11,57,12620,2017,0,1,770
208810915090331 5011 22012,39,20,11,57,38860,2017,0,1,280
211740816025385 4011 22011,39,34,11,57,38860,2017,0,1,8770
213590716084339 4012 22011,43,46,11,57,38860,2017,0,1,770
232627120805701 5011 12012,39,64,11,57,38860,2017,0,1,4680
310104102961693 6011 122 1,43,44,11,57,38860,2017,0,1,7070
315460455041102 4011 12011,43,34,11,57,38860,2017,0,1,8560
322730763251102 6011 12110,41,41,11,57,12620,2017,0,1,7070
322730763251102 6011 22110,41,45,11,57,12620,2017,0,1,7290
350790735591102 4011 22011,39,57,11,57,30340,2017,0,1,270
360370106881102 4011 12010,44,46,11,57,12620,2017,0,1,7980
410101272085133 6011 12111,40,28,11,57,38860,2017,0,1,7380
413398801051209 6011 12110,40,59,11,57,38860,2017,0,1,180
501336014420456 4011 12010,40,37,11,57,38860,2017,0,1,8470
510008462622813 6111 12111,40,57,11,233,38860,2017,1,1,7890
521536018220345 4011 22010,43,52,11,57,38860,2017,0,1,8560
553385601421202 4011 22010,46,37,11,301,38860,2017,1,1,7480
603201091310014 5111 12012,39,54,11,57,38860,2017,0,1,4470
732203110009514 6011 22111,39,55,11,57,30340,2017,0,1,7370
732215110800413 6011 22111,40,27,11,57,38860,2017,0,1,7380
803015001131207 6011 12112,45,41,11,57,38860,2017,0,1,7980
805204618310328 5011 121 1,44,55,11,57,38860,2017,0,1,7490
20411235477959 6011 12110,39,62,52,57,12580,2017,0,1,7590
110100032327104 6011 12111,44,60,52,57,12580,2017,0,1,7290
114492040088056 5011 12012,46,49,52,440,12580,2017,1,1,5070
114492040088056 5011 22012,43,40,52,440,12580,2017,1,1,5070
